UF,Objetivo Estratégico,Descrição Indicador,Meta de 2025,Resultado de 2025,,Ano,Mes,Meta de 2024,Resultado de 2024,Meta de 2023,Resultado de 2023,Meta de 2022,Resultado de 2022,Meta de 2021,Resultado de 2021,Meta de 2020,Resultado de 2020,Meta de 2019,Resultado de 2019,Meta de 2018,Resultado de 2018,Meta de 2017,Resultado de 2017
BA,-,Número de Microempresas atendidas,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"54.000,00","55.696,00",nan,nan,nan,nan
BA,-,Número de Pequenas Empresas atendidas,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"11.000,00","11.412,00",nan,nan,nan,nan
BA,-,Número de Pequenos Negócios atendidos,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"166.000,00","173.034,00",nan,nan,nan,nan
BA,-,Número de pequenos negócios atendidos por meio de serviços digitais,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"10.000,00","7.428,00",nan,nan,nan,nan
BA,-,Número de Pequenos negócios fidelizados,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"17.000,00","36.141,00",nan,nan,nan,nan
BA,-,Número de Potenciais Empreendedores Atendidos,nan,nan,,2019,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"34.900,00","43.904,00",nan,nan,nan,nan
BA,-,Atend.Pequenos Neg. Soluções específ. Inovação,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"14.276,00","28.212,00",nan,nan
BA,-,Índice de efetividade do atendimento,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"8,60","0,00",nan,nan
BA,-,Índice de imagem junto à sociedade.,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"8,80","0,00",nan,nan
BA,-,Índice de imagem junto aos pequenos negócios,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"8,40","0,00",nan,nan
BA,-,Índice de Recomendação do Sebrae (NPS),nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"80,00","0,00",nan,nan
BA,-,Índice de satisfação do cliente,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"9,00","0,00",nan,nan
BA,-,Nº municípios com políticas de desenv. implantadas,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"20,00","21,00",nan,nan
BA,-,Número de Donos de Pequenos Negócios atendidos,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"105.600,00","147.813,00",nan,nan
BA,-,Número de Microempreendedores Individuais atendido,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"88.800,00","97.553,00",nan,nan
BA,-,Número de Microempresas atendidas,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"44.457,00","56.119,00",nan,nan
BA,-,Número de Pequenas Empresas atendidas,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"9.506,00","10.557,00",nan,nan
BA,-,Número de Pequenos Negócios atendidos,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"142.763,00","164.229,00",nan,nan
BA,-,Número de Pequenos negócios fidelizados,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"46.000,00","53.178,00",nan,nan
BA,-,Número de Potenciais Empreendedores Atendidos,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"34.900,00","35.050,00",nan,nan
BA,-,Número de Potenciais Empresários Atendidos,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"80.000,00","104.634,00",nan,nan
BA,-,Taxa de resultados alcançados em projetos de atend,nan,nan,,2018,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"80,00","0,00",nan,nan
BA,-,Atend.Pequenos Neg. Soluções específ. Inovação,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"12.243,00","20.136,00"
BA,-,Nº municípios com políticas de desenv. implantadas,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"10,00","13,00"
BA,-,Número de Donos de Pequenos Negócios atendidos,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"105.600,00","144.535,00"
BA,-,Número de Microempreendedores Individuais atendido,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"73.172,00","105.844,00"
BA,-,Número de Microempresas atendidas,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"40.415,00","51.040,00"
BA,-,Número de Pequenas Empresas atendidas,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"8.843,00","10.191,00"
BA,-,Número de Pequenos Negócios atendidos,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"122.430,00","167.075,00"
BA,-,Número de Pequenos negócios fidelizados,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"42.851,00","53.794,00"
BA,-,Número de Potenciais Empreendedores Atendidos,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"19.700,00","38.266,00"
BA,-,Número de Potenciais Empresários Atendidos,nan,nan,,2017,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"80.000,00","78.536,00"
CE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","4,17",,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura de clientes de grupos sub-representados,"29,00","0,00",,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"30,20","3,79",,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura do Atendimento a Estudantes,"15,80","0,00",,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"8,00","0,00",,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"43,47","0,00",,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","87,60",,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Recorrência do Atendimento,"54,00","37,55",,2025,Janeiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","6,25",,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura de clientes de grupos sub-representados,"29,00","0,00",,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"30,20","5,46",,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura do Atendimento a Estudantes,"15,80","0,06",,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"8,00","0,00",,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"43,47","0,00",,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","89,16",,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Recorrência do Atendimento,"54,00","42,36",,2025,Fevereiro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","8,51",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura de clientes de grupos sub-representados,"29,00","77,72",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"30,20","6,80",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura do Atendimento a Estudantes,"15,80","0,10",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"8,00","0,00",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"43,47","0,00",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","88,56",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Recorrência do Atendimento,"54,00","44,23",,2025,Março,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","11,25",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura de clientes de grupos sub-representados,"29,00","77,72",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"30,20","8,15",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura do Atendimento a Estudantes,"15,80","0,11",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"8,00","0,00",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"43,47","0,00",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","88,60",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Recorrência do Atendimento,"54,00","43,89",,2025,Abril,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","13,89",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura de clientes de grupos sub-representados,"29,00","77,72",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"30,20","10,57",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura do Atendimento a Estudantes,"15,80","0,17",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"8,00","0,00",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"43,47","0,00",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","0,00",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","88,73",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Recorrência do Atendimento,"54,00","48,97",,2025,Maio,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","15,45",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura de clientes de grupos sub-representados,"29,00","78,16",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"30,20","12,46",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura do Atendimento a Estudantes,"15,80","0,31",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"8,00","0,00",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"43,47","63,04",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","27,66",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","88,35",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Recorrência do Atendimento,"54,00","53,95",,2025,Junho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","19,76",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura de clientes de grupos sub-representados,"29,00","78,16",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"30,20","14,99",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura do Atendimento a Estudantes,"15,80","0,34",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"8,00","0,00",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"43,47","87,50",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","27,66",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","89,22",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Recorrência do Atendimento,"54,00","55,81",,2025,Julho,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"45,00","19,76",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura de clientes de grupos sub-representados,"29,00","78,16",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"30,20","16,55",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura do Atendimento a Estudantes,"15,80","0,34",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"8,00","0,00",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"43,47","87,50",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"18,00","27,66",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"80,00","89,22",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Recorrência do Atendimento,"54,00","55,81",,2025,Agosto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Setembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Setembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Setembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Setembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Setembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Setembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Setembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Setembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Recorrência do Atendimento,"0,00","0,00",,2025,Setembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Outubro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Outubro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Outubro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Outubro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Outubro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Outubro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Outubro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Outubro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Recorrência do Atendimento,"0,00","0,00",,2025,Outubro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a competitividade e produtividade dos Pequenos Negócios,Clientes com garantia do FAMPE assistidos na fase pós-crédito,"0,00","0,00",,2025,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura de clientes de grupos sub-representados,"0,00","0,00",,2025,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),"0,00","0,00",,2025,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura do Atendimento a Estudantes,"0,00","0,00",,2025,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,"0,00","0,00",,2025,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Municípios Reconhecidos pela efetividade da sua agenda de empreendedorismo e inovação,"0,00","0,00",,2025,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,"0,00","0,00",,2025,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),"0,00","0,00",,2025,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Recorrência do Atendimento,"0,00","0,00",,2025,Novembro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Ampliar a cobertura e efetividade do Atendimento,Cobertura do Atendimento (ME+EPP),nan,nan,,2024,Novembro,"25,00","30,72",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Cobertura do Atendimento a Estudantes,nan,nan,,2024,Novembro,"11,43","17,53",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Faturamento,nan,nan,,2024,Novembro,"6,00","0,00",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,Elevar a Competitividade e Produtividade dos Pequenos Negócios,Produtividade,nan,nan,,2024,Novembro,"16,50","12,50",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,"Promover um relacionamento acessível, integrado, resolutivo, ágil e transformador",Recomendação do Sebrae (NPS),nan,nan,,2024,Novembro,"80,00","83,50",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CE,-,Recorrência do Atendimento,nan,nan,,2024,Novembro,"51,70","68,49",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
